label	text
neutral	Kroatien : SeaHelp retten schwerverletzt
neutral	Not away Eintracht Frankfurt Display against Maccabi Tel Aviv tonight
neutral	Dieb in Haus : + + + Falkensee : Schmuck stehlen + + + Landkreis Havelland : mehrere Wildunfall + + + L ... %Link Havelland
positive	Streaming ! %PosSmiley [ ich finden steinbrück überraschend stark aber beide kennen sich halt gut aus und wirken sicher imo ]
positive	ungeliebt Arbeit|Arbeiten am gut gleich erledigen - tschüss tschüss
positive	 Gute nacth schatzi 
neutral	"ich kennen nur Leute , die Assad mehr fürchten . davon ab : siehe mein Einlassung zu Rebell earlier . sehen pdf Datei ."
neutral	[ Nehra A ] VS [ Many A ]  [ Many A ] gewinnen die Kampf . Glückwunsch !
positive	"en Güte ! Gsehnd fein uus , chume gerade Hunger über !"
positive	angele es take Manhattan sein einfach nur gut - wrenching . ( MOFFAAAAT ! ) doctorwho
positive	isch halt eifach bequem so %PosSmiley
neutral	da rumore es r trü
neutral	"Übernachtung in Sécotine , 3 Stern , Online - Buchung mindestens @card@ Angel|Angeln Haus separat 4 Person 1 Baby"
neutral	Protschka : Inflationsrate erreichen kritisch Punkt %Link AfD btw Kaufkraft Kartoffelpreis
neutral	Merle singen was aus High School Musical . Sarah filmen . Fri verschlucken sich vor lachen an ihr Cola .
neutral	Regierung beschließen Hilfe für Mensch mit selten Krankheit - Spiegel Online
neutral	psch bleiben ruhig * in Arm nehm *
neutral	"Wahrheit , gut Versteck ."
neutral	Basketball : ÖBV fehlen fünf Punkt zu Glück
neutral	 Interview : Rot - Grün kaum für PRISM verantwortlich %Link BND Nsa Snowden 
neutral	oh ja .. die blühen ich in wintern auch wieder. müssen auch schottentor raus .
negative	eingekesselt Polizist nichts gut. o0
neutral	@card@ Anregung für ihr Kindle Keyboard
neutral	"Dresden : wolkig bei @card@ °C , Zwickau : klar bei 12 °C , Leipzig : klar bei @card@ °C SN Wetter"
positive	"blendend schön und imposant , diese steil an Hang gebaut Danhaus ..."
positive	"Grünrot als @card@ Rotgrün "" secondbest "" , dann 3 Grünschwarz dann ... aber ja , wir kämpfen , die Wählerin entscheiden BTW13"
neutral	Nsa - Skandal : privat Telekomanbieter helfen spionieren : Telekommunikationsfirma unterstützen laut ...
negative	► helfen - LIFE 2 ( CINEMATIC Mod 13) @card@ die tödlich Falle an Gate 5 ► auf gronkhDE : %Link ► ......
neutral	Beate es Audio wollen Zusammenarbeit mit HTC beenden
neutral	Band I und Band II nun endlich wieder zusammenpassend ! : %Link Animexx Weblog
negative	aber dies Jahr mögen ich in eine groß Wald Pilz sammeln . immer kommen was dazwischen .
positive	welche friedlich Kreuzzug ! ehrlichewahl
neutral	"Pannobile Highlight : Renner , Preisinger , Heinrich ."
positive	voll süß ^ ^
neutral	Einbrecher fassen
neutral	Top 10 Horror Movie Cliches - Video %Link videos horrorcliches horrorvideos movies
negative	unmöglich sein er .
neutral	NEWS : One Direction top young rich listen .
positive	"Kwam het toch nog göd : %User wint Rookie Cup - race Silverstone , %User wint European Junior Cup - race op Nürburgring . Klasse !"
positive	wieder klein %PosSmiley die groß sein zu groß %PosSmiley %Link
positive	"what was the lesen book you read ? - "" von Napoleon lernen , wie man sich vorm Abwaschen drücken "" , it ' s Pretty funny ..."
positive	pokémon rules %PosSmiley finden auf sun001 eben wieder entdecken memories so cool los dragoran ! instacool ...
neutral	ausgeglichen
neutral	Auftaktsieg gegen Gladbach - elegant sein nur Guardiolas Einstecktuch %Link Auftaktsieg Nachricht N24
neutral	noch einmal zu mitschreiben : Nsa hören sogar vermeintlich sicher VPN - Netzwerk ab %Link Snowden P ...
neutral	statt an Report weiter zu schreiben mit andere Sache beschäftigen . können ich . sein aber wichtig .. Freundschaft und so ...
positive	heiß scheißen
negative	"was eine Kacke . wenn man zu Termin laden , müssen man ja auch was erzählen ... %PosSmiley"
neutral	pls ff bk
neutral	motiviert erstickt Speicherfigur
neutral	Understanding The Avon Company : A Complete Avon Review
neutral	50 Bahn|Bahnen reinziehen ... Koks
positive	"Twitter an ! "" NÜ Jörk RIÖ DÖKIÖ "" Twitter nie mehr ausmachen ! LLLLLLOOOOOOOOOOLLL"
neutral	obwohl verwunden ..
positive	Auswärtssieg ! Oberligist Hammer SpVg haben 1:0 in Sprockhövel gewinnen . die Treffer fallen spät ...
negative	neu Strafe für US - Rapper - Chris Brown zu 1000 Stunde|Stunden Sozialdienst verurteilen
negative	"ach scheißen drauf , dann eben nicht"
neutral	Deutschland : Reemtsma - Entführer Drache nach 15 Jahr Haft frei %Link %User
neutral	"Standartdsatz bei alle Familienfest etc. : "" ich mögen keine Alkohol , danken . """
neutral	Wetter : nachts vielfach gering bewölkt oder klar . Tiefstwert 21 bis 14 gerade .
neutral	Stephanie Allen : Internet And / or Privacy ? %Link | Huffington Post
neutral	neu challenge gegen Ted !
neutral	die machen sich über dein Glaube lustig !
positive	gd ' Monday %User
neutral	"wer die Motivation vernachlässigen , vergeuden Arbeitskraft . H. J. Quadbeck , deutsch Chemiker"
neutral	oh die passen zusammen wie Arsch und Eimer sg schwiegertochtergesucht
neutral	 Islamisten terrorisieren liberal Assad - Gegner | stern %PosSmileyE %Link Politik Bundestagswahl  @ElShamyAmir
neutral	Mahlzeit Vanille eis Streusel bunt
positive	draußen grau &amp; regnerisch . perfekt für 5 Folge Shopping Queen . %PosSmiley
neutral	 eine offensichtlich Dummheit 
positive	er reden byrisch * O * ich lachen ich die Arsch weg :'D
neutral	"Antwort mit "" ja "" oder "" nein "" reichen ."
neutral	gut Morgen aus München %User
neutral	%User gut so .. wir müssen wir erholen bis morgen ...
negative	%User wut ? I don ' t understand 😔 %Smiley
positive	"ich so auf ' m Sofa vor die Fernseher : go Gladbach , go Gladbach , go Gladbach !"
neutral	DJ Hochzeit Rüge|Rügen buchen bei Fischer Spezial
neutral	männlich gewinnen .
neutral	Dü alt Tradition : Sonntag nach Wacken Frühstück bei Burger King in Itzehö %PosSmiley %Link
neutral	Zeitspiel ! zeitspiel jenniferrostock jenniferweist spack festival @card@ sfoa13 neuersong ...
neutral	mehrere Lebensversicherung können ihr Kunde offenbar nicht die versprochen Ertrag zahlen ...
positive	%User sehen aber gut aus
neutral	Israel erhöhen Siedlungssubventionen %Link Israel Nahost gefangen
positive	"unglaublich , was für eine Spiel ! faklive dranglauben"
neutral	mein Partner mit die kalt Möhre grünenfilme
negative	"mwoah . Hunger , müde , schwindelig , Übelkeit , schmerzen . toll Montag ."
neutral	"die Postillon : unscharf Foto zeigen angeblich Kamera , mit die neu iPhone 5S fotografieren werden :"
positive	wenn man nicht alle selber machen . %NegSmiley
neutral	beide Themenkomplexe überaus groß global Herausforderung
neutral	einfach nicht unterbrechen lassen . TVDuell
negative	"schlecht , schlecht , EVZ"
positive	auch eine schön Dienstag fur du %PosSmiley
neutral	trotz Aus in Bundestag : FDP - Staatssekretär bekommen weiter Gehalt
positive	an alle Muslime : Glückwunsch die Papst zu Ende die Ramadan
neutral	gratis jede Monat spannend Info rund um Franklin - Methode erhalten : abonnieren unser Newsletter
positive	understandable %PosSmiley
negative	Schule %NegSmiley nach dies Wochenende einfach keine Lust ...
neutral	"Ja , bitte . schaffen zwei , drei , viele Svejks Vietnam"
neutral	"na te creo ich glauben nicht ,"
neutral	"Großbritannien : 1993 : Höchststand Arbeitslosigkeit : 10,3 % 1999 : Einführung Mindestlohn 2005 : Arbeitslosenquote @card@ %"
neutral	"mein TV Tip aus die neu TV Movie App : Mittwoch , @card@ . September , @card@ , ARD - München 7 toll Serie %PosSmiley %Link"
neutral	Rüstungswettlauf : Google schrauben intern Verschlüsselung gegen Nsa hoch
neutral	ROUNDUP : Griechenland benötigen laut SPD hoch zweistellig Milliardenbetrag - AktienCheck : Presse ... %Link WiNewGooDe
neutral	Achtung ... Berliner Senat erarbeiten jetzt Stellungnahme zu Volksentscheid Energietisch
positive	"Pfff .. x , D niedlich .. Massenbegegnung .. EVER ... %NegSmiley D %Link PokemonXY"
neutral	mit Captain Typekit extern Schrift in WordPress nutzen %Link wordpress
neutral	 man stellen klug Person ein . brillant Mensch bringen du Problem .  Snowden Nsa Prism
neutral	Berlin zwei Festnahme bei Razzia : friedlich Demonstration
positive	Gute Morgan mein schön Künstler %User ♥ Anfang Gut Ende Gut fur Montag☺ KeepMezUp
neutral	"Test - Iglo floppt , Frosta toppt bei Rückverfolgung ! mehr unter %Link %User"
neutral	"neu Griechenland - Hilfe können laut EU - Kommissar Oettinger in "" klein zweistellig Milliardenbereich "" liegen. %Link nd"
positive	Huzur kumsalda %PosSmiley ( @ Beach Bar )
negative	können nicht wahr sein ! %NegSmiley beliebers hauen doch mal in die Taste|Tasten aw MTVHottest Justin Bieber
positive	Liebe dein Feind . die machen sie verdammt wütend . = love your enemies . it makes them so damned mad %PosSmiley
neutral	Alps Adria alpeadria österreich austria train eurotrip nature öbb @ Villach Hauptbahnhof
neutral	T - Mobil|Mobile USA mögen noch mehr Apple in Sortiment nehmen : nach die erfolgreich Integration die iPhones in P ...
neutral	Braunschweig leihen Karim Bellarabi aus .
negative	Börse Frankfurt : US - Geldpolitik machen die Dax zu schaffen %Link Geld Finanz
neutral	Recht|Rechte Partei kündigen Demo - Marathon an : %Link MaHe Rechtsextremismen Rassismus NPD ProD
neutral	%Smiley derek lassen stiles un Cora allein für jennifer ?!
neutral	"iPhone , TV , Tablet : Blitz - Angebot bei ..."
neutral	alle hassen Chris schauen %PosSmiley : 3
neutral	Briefmarke sein sexy ! eine Briefmarkensammlung extrem sexy !
neutral	"als Ü sammeln werden sein die List|Liste noch nicht einreichen , fin . U durch HPH zum. bekannt"
neutral	"Hallo ihr Bibliothekar , schauen ihr doch mal bitten die hier an und beteiligen ihr . danke !"
neutral	TelecomItalia Chef gehen ; groß Re - Organisation planen %Link
negative	"' viele Dank , lieb Grüne ' , dass die Einzelfahrschein schon wieder teuer werden sein . schön langsam werden es pervers oder O"
neutral	Suche boomerang Antenne für cb Funk : Hagen ( Westfalen ) | Suche eine boomerang Antenne für cb Funk. wenn möglich ...
negative	keine greek Joghurt mehr da . geben es halt Cheerios mit Ekel - schmecktüberhauptnichtnach - Milch . bah
neutral	gehen arbeiten .
negative	Speed On gibbet nicht %NegSmiley wegen LTE besonders schade .
negative	mein ganz Runtastic Apps werden nicht wiederherstellen ?!
neutral	"iPhones : Apple planen angeblich Alt - gegen - neu - Programm : wer sein alt iPhone zurückgeben , bekommen auf die neu ..."
neutral	"Nüchtern betrachten , sein ' s betrunken gut ."
negative	Tod die geliebt Haustier : Trauerratgeber von Eltern für Eltern von Alfred F ... %Link via %User
neutral	Samsung wollen Kunde künftig zu Kauf sein Original - Zubehör zwingen - %Link Samsung Zubehör
neutral	was passieren jetzt mit Tim W. ? die neu Leiden die Tim Wiese ? trainingsgruppe2 TSG
positive	"beschtifacebookkommentärever "" hübsch "" "" mercii %PosSmiley "" "" bitten """
neutral	"Archäologe / Archäologin ( Schwerpunkt Ausstellungswesen ): Generaldirektion kulturell Erbe Rheinland - Pfalz , @card@ ..."
neutral	Max Neuchrist haben mit Dominic Thiem nach die unglaublich Viertelfinale gegen Jo - Wilfried Tsonga in die ...
negative	@card@ Tweets und ich sein immer noch keine Stück schlau werden
negative	"ich haben keine Lust , keine Zeit und keine Kraft für dein Unsinn ."
neutral	Onlinebanking : Bankbetrüger knacken mTAN - Verfahren mTAN
neutral	"Never mention oben "" Zwerg ( unten ) mögen Platzzuweisungen . """
negative	Oha voci .. schlimm han die immer aschiss zu lernen
neutral	neu : Neuss : Sperrung Schulstraße
negative	understatement : sein golden iPhone in eine silbern Hülle packen .
neutral	"Alka Seltzer , @card@ - Roy Lichtenstein"
negative	"Au ja , die sein unglücklich kürzen . t4at"
neutral	BGH : unverlangt versenden Empfehlung es - E - Mails gleichen unverlangt versandt werben - E - Mails
negative	"allein , verängstigen . Freund abreisen Freund auf . , ,"
neutral	Saisoneröffnung : frisch auf ! Göppingen deuten gegen Celje sein Potential an : ( Mann · 1. Bundesliga ... %Link handball
negative	Apfelbaum sein scheißen ! absolut looser
positive	haben du kaputt fahren Wa ? %NegSmiley
neutral	16 %PosSmiley . @card@ @card@ : @card@ Solar Eigenverbrauch : @card@ KW / h solar
positive	"umm , shoot , um DugMyOwnGrave . %PosSmiley ."
neutral	fehlerhaft Fehlermeldung klassiker
neutral	von Schulschwänzer zu Unternehmer - interessant Studie aus Schweden :
neutral	illegal Waffenwerkstatt ausheben : Mann machen Deko - Waffe scharf %Link Panorama
neutral	kneten drücken reiben mit lau warm Baby Öl
neutral	Digital ! Zahl scheinen Springer recht zu geben
negative	"Wutbürger Studie zeigen "" Misstrauensgesellschaft "" : groß Misstrauen gegen Politik , Partei , Parlament ..."
negative	ich erwarten gar nichts mehr von %User
neutral	Angie haben heute aber ganz schön böse Blick drauf tvduell
neutral	Bahnchaos - gefährden die Personalnotstand unser Sicherheit ?
neutral	Jahrzehnt andauern werden .
neutral	"nicht wundern , ich singen gerade eine Schlager von Matthias Reim . normal %PosSmiley"
neutral	eigentlich müssen man sich alle accounts sichern die noch nicht belegen sein ...
negative	hören sich voll traurig an :-(
neutral	wie Sie sich bei extrem Wetterlage schützen können - %Link Wetter Sturm Verhaltensweise Vorsorge
neutral	"Support "" Mama "" Patti und Roman an @card@ %PosSmiley . @card@ bei Bochumer Musiksommer"
neutral	"ORF2 : heute konkret , 3 sat : Nano , EinsFestival : nichts als Ärger mit die Mann , N24 : N24 Cassini , Nick / CC : Cosmo &amp; Wanda"
neutral	Lumen und Watt machen alleine nicht satt %Link wie finden ich die richtig LED - Lampe ?
positive	"Okay , die sein eine gut Vorschlag . legen ich jetzt wieder hin. x x x"
neutral	"Gedanke zu Personalauswahl : warum "" Bruch "" die neu "" Gerade "" werden ( müssen )"
neutral	neu eintreffen : Decke Sylt Hirsch graubraun @card@ Euro : Decke Sylt Hirsch graubraun . rustikal Kuscheldecke von ...
neutral	bleiben mal auf die Boden und kaufen du eine 1d Fahrrad
positive	%User echt so ! Daumen drücken ! %PosSmiley
neutral	US - Sänger Jon Bon Jovi führen Fan zu Traualtar
neutral	Arminia Bielefeld : keine schnell Entscheidung bei Kwame Nsor - Abgang weiterhin als Voraussetzung für die Tr ...
neutral	DJ Hochzeit Rüge|Rügen buchen bei Fischer Spezial - Musik für Hochzeit auf Rüge|Rügen buchen bei DJ Hochzeit RügenDJ ...
negative	"naja , nicht unbedingt abwegig %PosSmiley"
negative	gehen nachher schön zu Training weil haben Angst vorm Anschiss mein Trainer
neutral	"tipico soccer ( tipico de news ): "" Van Marwijk schauen nicht auf Name """
negative	ach sein leise .
negative	"als ob es nicht schon genug sein , müssen ich mega aufs Klo und sein auf einmal müde , weil ich nur 4 Stunde|Stunden schlafen haben . Naja ."
neutral	Migranten in Deutschland stehen @card@ heute noch schlimm ! %Link türken Islam Afrika fremd Schweiz auch soweit
positive	Gut befragen . Erkenntnisgewinn trotzdem @ord@ IMHO falsch Gesprächspartner .
neutral	Fraktion die links machen sich für bedroht Suppenküche in Stadtteil Dulsberg stark : %Link Hamburg Dulsberg links
neutral	"Og : Hey , wasn los ? * mitfühlend *"
positive	ich brauchen bisschen Abwechslung . %PosSmiley
neutral	herb wintern Tuning für gibbs
neutral	 Achtung Wahlkampf ! Vorsicht Satire ! 
neutral	Beitragsordnung einstimmig annehmen !
neutral	"unser klein Gewinnspiel in letzt BLINDzelnMagazin sein übrigens eine toll Erfolg . toll , dass so viele mitmachen haben . ..."
neutral	"gerecht Kostenverteilung bedeuten aber , dass Ausnahme für die Industrie kippen werden , oder ?"
neutral	Interessant . ich müssen unbedingt zu Prinzenstraße !
neutral	Congo - Kinshasa : Govt Forces Seize ' Last Major ' Rebel Base : [ deutsch Welle ] Congolese officials say government ...
neutral	Zurückholen was gehen !
neutral	transparent Altersvorsorge . auch als Ausbildungsvorsorge für Kind bestens geeignet .
neutral	Champions League ( @card@ ) - Milan setzen sich gegen PSV durch : zwei Tor von Kevin - Prince Boateng ( 9. Minute / @card@ ...
neutral	"Twitter schicken ich "" Vorschlag basierend auf %User und Paul Scharner "" was dabei wohl rauskommen ?"
negative	Hersey guzel giderken aniden mahvetme gibi bir ozellige sahibim %NegSmiley
neutral	"technisch Frage &amp; Problem - die "" Hilfe - Forum "" :: RE : Lenkung gehen sehr schwer : Autor : PowerOfDreams Verfas ..."
positive	"Museum , Plan , red _ Bull , Friedrichshafen , Nice , cool , Good , fast , Speed . @ Dornier Museum ..."
neutral	ich gehen gleich in Bett . dann können ihr in mein Traum rumspu [ c ] ken .
positive	"Poster , süß , undso %PosSmiley du brauchen doch sachen für dein zimmern %PosSmiley"
neutral	Eierkuchencontent . LastTweet
neutral	Städtebund - Chef : Bundesregierung müssen Kommune um 14 Milliarde Euro entlasten
neutral	Bergstrasse Flüchtige stellen sich : HEPPENHEIM %Link Bensheim
neutral	Nein die zählen nicht ! weil er zu Zeitpunkt die Deadline eine Verein haben ...
neutral	. Ablehnung die wirtschaftsfaschistischen EU bedeuten nicht Ablehnung Europa !
positive	Omfg die sexy hipsterfrau aus mein klasse cosplayt omfg ich lieben mein klasse
neutral	begrenzt Lebensdauer serienmässig
neutral	"Zeitung "" Österreich "" : Admira feuern Polster"
neutral	Stimulation Kitsch Passion Samsung X520 Yellow : . Wjg
neutral	DTN Germany : Tool die Woche : wo Geldanleger günstig handeln : in Zeit niedrig Rendite acht Anleger beson ...
neutral	"Kleinanzeige : Original BMW Felge von 3 er e46 , 16 Zoll in Hamburg : Verkauf hier 1 Satz O ... %Link Kaufen über markt. d"
neutral	Vorsicht : freilaufend Opfer
neutral	ayo neu Martinez lahm Schweinsteiger !
negative	%User not. even. close .
neutral	Großbritannien : Wirtschaft wachsen stark als zunächst annehmen %Link ARIVA Wirtschaft
positive	"HeidiKlumbittegrüsseOneDirectionvondeutschenDirectionern bitten , bitten , die sein so geil ! *-* %PosSmiley"
neutral	Tennis : neu in Programm : %Link übertragen heute um 3 h / 3 h15 WTA - Halbfinale aus Washington Andrea Petkovic gg Alize Cornet
positive	especially because it was in German . danke schön Mädchen %PosSmiley
neutral	"wer ans Licht wollen , kommen um sein Schatten nicht herum . E. E. B ."
neutral	Unglaubliche @card@ . @card@ tot Zugvogel jede Jahr ! %Link Deutschland1
positive	klasse Übung
neutral	tun ... alle Mutmassung z. B. weiß Fremdherrschaft ermöglichen autoritär System oder ( cont )
neutral	Che ? Cosa ?
neutral	"wegen hoch Produktivität : Porsche wollen Wochenarbeitszeit senken : machen mal Pause ! Porsche wollen laut "" Automobil ..."
negative	%PosSmiley HTC bauen sein eigen mobil O .. Nagel bitten !
positive	Venus Award und mein Stern Aileen Taylor haben natürlich abräumen %PosSmiley %PosSmiley %PosSmiley %Link
positive	helfen day %PosSmiley
neutral	Nsa - Skandal : Internetnutzer surfen vorsichtig durchs Netz
neutral	The Voice in UK kriegen eine neu Moderatorin . schon gehören ?
negative	die haben sicher wenige Freude an ich . dafür sein ich einfach zu schlecht .
negative	#NAME?
neutral	lachen eben laut darüber : &lt;
positive	"Achso ! Erfolgsaufsichtsratschef Wowereit feuern BER - Technikchef Ammann , Erfolgsmanager Mehdorn ( DB AG , Air Berlin ) bauen ..."
neutral	"Euro 300 , - Aufwandsentschädigung zuzüglich Fahrtkostenerstattung ! wir suchen Sie ! Diabetiker bzw. Mensch mit erhöht Blutzuckerwerten , ..."
neutral	"GoPro Hero3 + vorstellen : klein , mehr Weitwinkel , hoch Akkulaufzeit"
negative	"Bdw haben du gerade 5 Frage hintereinander stellen %NegSmiley ... - Frage sein immer gut , weiter so ! ich sein nicht so de ..."
neutral	Fahrer kritisieren Silverstone MotoGP
neutral	7 Ding die ihr Webhoster können müssen %Link webhosting wordpress
negative	was han ich echt jetzt verbroche ? ! %NegSmiley fface
neutral	so sehen die also aus ... rbleipzig Leipzig redbull rasenball @ red Bull Arena
neutral	"Smartphone Samsung Galaxy S3 III Mini ohne Vertrag , ohne Simlook , neu"
neutral	Vishay Vishays optisch Sensor erzielen niedrig Stromverbrauch
negative	"The original ; bitte ? Offline wegen Internet sparen , ka wieviele mb schon weg sein ; total schwarz ."
neutral	haben mein Auge nicht trauen können . respektlos .
positive	 du haben heute Lust besonders viele Geld für durchschnittlich Kaffee ausgeben !  starbucks
neutral	"gewinnen die ultimativ Adrenalin - Kick : Kunstflug , Rennwagen , Romantik %Link Reise"
positive	Glee was Amazing Tonight
neutral	Newbie Re : eine herzlich Hallo aus die Rhein Sieg Kreis %Link Ducati SBK
neutral	"Überwachung abrüsten , Datenschutz stärken , Whistleblower schützen !"
positive	sofia %PosSmiley3
negative	wieso sollen man Leute für Dummheit belohnen ?
neutral	spiegeln mobil : FDP drohen Verfahren wegen illegal Parteienfinanzierung
neutral	"Frau mit Stil hinterlaß Kratzspur , keine Lippenstiftflecke ."
neutral	He Sprung ! Lmao
positive	Deutschland uber alle
negative	Aw in hungry
negative	sry. keine bocken ich extra dafür noch eine neu email addy zu basteln ..
positive	ihr mögen auch in Musikbusiness einsteigen ? tape. tv suchen aktuell Verstärkung . nett Kollege garantieren %PosSmiley ...
neutral	30 neu Verfahren - Ermittlung gegen ehemalig KZ - Aufseher %Link 30 Nachricht N24
neutral	"Pol - CÖ : Dülmen , K 44 - Dülmener stehen auch unter Drogeneinfluss"
positive	" stellen du vor , Österreich müssen bei die WM gegen Brasilien spielen !  wir lachen wir tot ."
neutral	wer ersetzen Stahl ? : nach die intensiv Pokalduell bei 1. FC Heidenheim ( 4:3 in E %PosSmiley stehen bei @card@ München in ...
negative	aber DM es helfen nicht : $ sollen wir immer tweeten oder so ?
negative	biological parents cause depression
positive	lieb grüßen an jemand %PosSmiley und machen nicht zu doll %PosSmiley
positive	"hehehhe , greit vennen %IronicSmiley"
neutral	"viele Chinese lieben nicht nur Märchen , sondern auch die Rattenfänger von Hameln :"
neutral	WhatsApp : rechtlich Schritt gegen Software - Mod WhatsApp +
neutral	die Rest von %User ( was Robert Heinrich I. halt übrig lassen haben ) bei WirsindKaiser sehen . zurück zu Rosenkavalier. ö1
neutral	Klischee erfüllen btk13
positive	sexy
neutral	Bundesliga : dank Medienmonopol einsam statt gemeinsam %Link via %User
positive	whoops endlich bestellen %PosSmiley
positive	endlich kommen ( At %User @card@ w / %User )
negative	da liegen eine Arm von eine die Affe oder O da scheinen wohl noch was schlimm rumrennen oder O AfterEarth
neutral	herzlich Glückwunsch aus Zeulenroda an die FC Carl Zeiss Jena zu die überzeugend Auftritt gestern gegen die ...
negative	"faschistoid ? oh Mann , Sie müssen echt ihr politisch Empörungsempfinden justieren ..."
positive	"Nachricht müssen Spaß machen : wollen Ferrell und Harrison Ford in neu Trailer zu "" Anchorman 2 """
positive	unsre ARD ... die haben ' s einfach drauf ! wir sollen mehr Rundfunkgebühr zahlen !
neutral	Tritt bei Sonic Dash gegen ich an ! SonicDashmmm
neutral	Entwicklungsland Schweiz ? laut Grafik punkto Datengeschwindigkeit deutlich unter OECD - Schnitt %Link via %User
positive	maybe were just 2 already high strung people so caffeine makes us crash %PosSmiley
negative	trotzdem ! schmerzen immer unangenehm !
neutral	ePlayer : trotz Pokal - aus : Braunschweig geben sich gelassen . Kanal : Bundesliga
neutral	Repost : neu ALG II - Weiterbewilligungsantrag verstoßen gegen Bundesdatenschutzgesetz ...
neutral	Ausverkauf Bildung . dies Foto aus die neu Wu finden sogar ich eine bisschen heftig. via %User ...
neutral	peinlich Geschichte bei eine Predigt
neutral	@card@ Gerücht : @card@ autonom Nationalist / NW in Lichtenberg Richtung Hellersdorf unterwegs . MaHe
neutral	die groß Feind die Demokratie sein zufrieden Sklave ...
neutral	dies Tat machen er wenige Ehre .
neutral	"is ziemlich schlicht &amp; halt eine Röhrenjeans also denken ich mal es werden keine Problem geben außer ich zeihen n neongelbes top , was ich"
neutral	Lady - Mila : ich haben die Ei schön abmelken und hart bis zu mein Rachen sein Schwanz stoßen lassen . haben ...
neutral	"HTC stellen zwei neu Smartphones die Desire - Familie vor , davon erscheinen vorerst jedoch nur eins hier in ..."
positive	Aduh amo aku lupa lg sama bahasa jerman %PosSmiley %User : ich hoffen du haben eine schön Tag %PosSmiley IsmiDerara : Gute morgen %User
positive	ich sein eher Soras Route wichtig %PosSmiley
neutral	als was müssen man sich eigentlich bewerben um die ganz tagen nur Zeitung lesen zu können ?
positive	Wow. Sitzplatz . wahnsinn
neutral	nach die Lob von Trainer Jos Luhukay finden nun auch Alexander Baumjohann lobend Wort für die Brasilianer .
neutral	heftig PVP - Gefecht in Immortalis bis 10 Uhr ! wir brauchen jede fähig Kämpfer ! Immortalis
neutral	was wohl Michelle Obama dazu sagen !
neutral	Office @card@ Benutzer vorzeitig auf die neu Version umstellen
neutral	@card@ Muslime feiern in Moskau Ende die Fastenmonat &gt; &gt; &gt;
neutral	wer twittert hier ?
neutral	New Ios App : Arm oder Reich : die Schweizer Lohnrechner Swift Management AG Genre : Lifestyle ...
neutral	Internet - Kennzahl Teil 14 &amp; @card@ ; Twitter Follower
negative	die Thies hauen sich die Knie wund .
neutral	man sollen Logorrhö die Herr zu Ehre in Bartotitis umbenennen . %PosSmiley
neutral	 früh sein alle gut  darauf werden es wohl hinauslaufen
neutral	Tempelhof - Schöneberg : Ex - Piratin Wanda Preussker wechseln zu Berliner CDU
positive	"Sasa , Cynthia , Hong , Jasmin und ich werden auf jede Fall kommen ~ nicht wahr Sasa ?"
neutral	"viel Spaß bei 5 Minute stehen ihr ob Aluhüte wirken oder nicht , an eine Tastatur ; wir instant da ."
neutral	Premium Audio Marke Shop : Elektronik &amp; Foto online bei %Link einkaufen %Link via @
positive	immer die gleich %PosSmiley
positive	"Franz na gut in Deutschland leider viel zu unbekannt / unbeliebt ( trotz dies toll Name %NegSmiley ) , aber Thees ? %Smiley"
neutral	Check out die gut alt Zeit by Jimi Weissleder
neutral	"wer nach eine günstig Zubehör Set für sein Samsung Galaxy S4 Mini suchen , können vielleicht hiermit was anfangen - - - &gt;"
neutral	"Putzkübel in die Hand , Kunstschweiss in Gesicht sprühen , Kind zu Wein|Weinen animieren , Computer aus ... Mann kommen heim !"
positive	 verflucht scheißen geil 
positive	Jesse Eisenberg %PosSmiley %NegSmiley ❤ !
neutral	Projekterfolg : Wiesner - Hager statten europaweit neu Skoda Schauraum aus. %Link apa ots bieten
neutral	"Richard Lugner - Richard Lugner machen mit "" Kolibri "" die Salzburger Festspiel unsicher ..."
positive	North Shore Ride : sein ruhig neidisch %PosSmiley
positive	da sein die monia38 aber fleißig %PosSmileyANKE ♥ instagrampower liebemenschen ilike iloveit
neutral	die kommen gerade bei wir an . : 3
positive	"lachen immer noch , weil ashley cole ashley heißen ."
neutral	die Kürbis können aber schnell rollen !
neutral	"mein Haar heute nach die Aufstehen so "" gucken mal , wir können prima abstehen ! """
neutral	Let ' s Play Together - MC SEASON 2 @card@ [ HD / DE / blind ] keine gut Loot : %Link über %User
neutral	aufzwingen wollen .
neutral	"instant - Philosophie , oder : was aus Pandora es Büchse kommen . [ anregen von ]"
positive	"<UNKNOWN> Woman , <UNKNOWN> Drive ! großartig Satire aus ... Saudi - Arabien ! %Link"
negative	"eine geschenkt Gaul ... um u aber ich können ich vorstellen , dass du die kacken vorkommen müssen %PosSmiley die richtig kommen schon noch um u"
neutral	Apartment los Gigantes auf Teneriffa Ferienwohnung kostenlos Kleinanzeige : die Appartment haben eine wohnen ...
negative	Liebe . ach scheißen drauf . Leben . ach scheißen drauf . lachen . Jez übertreiben du aber .
negative	passend zu Schulanfang ( II ): Sprachproblem bei i - Dötzchen können für Problem bei weit Bildungsweg sorgen ....
negative	jede Nacht aufs neu einsam in Bett .
neutral	"die Kind über die noch nicht eröffnet Freimarkt führen , bei jede Karussell "" schade , auch kaputt . "" murmeln und eine Cola ..."
positive	sein heute äußerst geil !
